N,coupled,total time,solving time
64,True,12.189545154571533,9.229508638381958
64,False,0.2835965156555176,0.2720935344696045
64,True,15.899188995361328,12.495113611221313
64,False,0.292985200881958,0.2813680171966553
64,True,14.69657039642334,11.251015424728394
64,False,0.2732107639312744,0.26178789138793945
64,True,14.286977052688599,10.813389778137207
64,False,0.27170658111572266,0.2599334716796875
64,True,15.103122472763062,11.701643466949463
64,False,0.26628828048706055,0.254558801651001
64,True,14.092317581176758,10.620432376861572
64,False,0.25811195373535156,0.24651503562927246
64,True,14.436538696289062,11.040828466415405
64,False,0.26598548889160156,0.25425219535827637
64,True,14.367838382720947,10.826337814331055
64,False,0.24759483337402344,0.23637866973876953
64,True,15.530092477798462,11.826374769210815
64,False,0.23410391807556152,0.22264957427978516
64,True,14.304761171340942,10.86070966720581
64,False,0.23970746994018555,0.2283647060394287
64,True,14.93957805633545,11.500097751617432
64,False,0.27134251594543457,0.25977015495300293
64,True,14.579430341720581,10.983100175857544
64,False,0.2494373321533203,0.23786401748657227
64,True,14.950897932052612,11.491628170013428
64,False,0.257732629776001,0.24593901634216309
64,True,13.823042869567871,10.312553405761719
64,False,0.24239611625671387,0.23040342330932617
64,True,14.958326578140259,11.467284917831421
64,False,0.27312731742858887,0.26126980781555176
64,True,16.023045778274536,12.537670373916626
64,False,0.2894704341888428,0.278228759765625
64,True,15.373527526855469,11.882909536361694
64,False,0.2406613826751709,0.22929120063781738
64,True,13.627148389816284,10.134235143661499
64,False,0.24181079864501953,0.2302083969116211
64,True,15.29996657371521,11.796024322509766
64,False,0.2441561222076416,0.23247098922729492
64,True,15.520795345306396,11.97601842880249
64,False,0.32828497886657715,0.3163926601409912
128,True,20.144611358642578,16.65448808670044
128,False,0.6705608367919922,0.6480646133422852
128,True,19.53747272491455,16.067939519882202
128,False,0.513700008392334,0.5009522438049316
128,True,19.66035485267639,16.202192068099976
128,False,0.5403707027435303,0.526836633682251
128,True,19.890629768371582,16.39880657196045
128,False,0.5521740913391113,0.5395092964172363
128,True,20.5808687210083,17.09644865989685
128,False,0.5501258373260498,0.5373270511627197
128,True,20.69688582420349,17.179478645324707
128,False,0.5143764019012451,0.50168776512146
128,True,20.28538727760315,16.740259408950806
128,False,0.5431869029998779,0.5300455093383789
128,True,21.98219323158264,18.401865482330322
128,False,0.6019730567932129,0.5799565315246582
128,True,21.215882301330566,17.93244743347168
128,False,0.6182961463928223,0.6051480770111084
128,True,20.243454694747925,16.670128107070923
128,False,0.5648846626281738,0.5517308712005615
128,True,20.995870351791382,17.442612648010254
128,False,0.5993382930755615,0.5812866687774658
128,True,23.11614990234375,19.530338525772095
128,False,0.521043062210083,0.5081326961517334
128,True,21.403559923171997,17.72347331047058
128,False,0.49729108810424805,0.4852747917175293
128,True,18.85620641708374,15.539626359939575
128,False,0.4979398250579834,0.48509669303894043
128,True,20.555508375167847,16.960394859313965
128,False,0.537545919418335,0.5247974395751953
128,True,20.15481662750244,16.545467138290405
128,False,0.5265653133392334,0.5137267112731934
128,True,20.899068355560303,17.596895694732666
128,False,0.4962317943572998,0.48624753952026367
128,True,19.801666975021362,16.18157196044922
128,False,0.5385563373565674,0.5256574153900146
128,True,21.457650184631348,17.81629228591919
128,False,0.5268731117248535,0.5141189098358154
128,True,20.004615545272827,16.286134958267212
128,False,0.5013847351074219,0.4887869358062744
256,True,41.8589653968811,38.30883193016052
256,False,1.615875482559204,1.5997653007507324
256,True,40.429887771606445,36.69694375991821
256,False,1.6173617839813232,1.6007745265960693
256,True,40.83323311805725,37.53505229949951
256,False,1.611318588256836,1.5939698219299316
256,True,42.277952671051025,38.6229043006897
256,False,1.7598700523376465,1.7434501647949219
256,True,42.16945028305054,38.89870262145996
256,False,1.8737068176269531,1.8434116840362549
256,True,40.361401081085205,36.74444651603699
256,False,1.6369507312774658,1.620727777481079
256,True,40.46247673034668,36.73162055015564
256,False,1.552962064743042,1.5361652374267578
256,True,40.75857901573181,37.4110951423645
256,False,1.695049524307251,1.6650879383087158
256,True,41.6387825012207,37.99856472015381
256,False,1.817551612854004,1.8002488613128662
256,True,42.553603649139404,39.29880404472351
256,False,1.7869713306427002,1.7652242183685303
256,True,42.891618728637695,39.21273946762085
256,False,1.7232115268707275,1.7063653469085693
256,True,42.380610942840576,38.60607862472534
256,False,1.7069573402404785,1.690101146697998
256,True,39.58382701873779,36.280405044555664
256,False,1.5661633014678955,1.5502228736877441
256,True,40.59633016586304,36.836395263671875
256,False,1.604419469833374,1.587275505065918
256,True,43.26196002960205,39.95374250411987
256,False,1.9314968585968018,1.9009854793548584
256,True,43.47508144378662,39.711671352386475
256,False,1.691816806793213,1.6752357482910156
256,True,39.937172412872314,36.64567255973816
256,False,1.7616095542907715,1.7442703247070312
256,True,41.781540870666504,38.022103786468506
256,False,1.7582216262817383,1.740678071975708
256,True,41.9847948551178,38.71669149398804
256,False,1.695570468902588,1.6787045001983643
256,True,41.55635118484497,37.821921825408936
256,False,1.6560308933258057,1.6406528949737549
512,True,90.0608024597168,86.37376499176025
512,False,4.087841272354126,4.036278247833252
512,True,86.67757797241211,83.45373225212097
512,False,3.9737939834594727,3.940591335296631
512,True,88.38182592391968,84.67494893074036
512,False,4.105480432510376,4.072009801864624
512,True,89.24662375450134,86.02886271476746
512,False,4.11439061164856,4.081746339797974
512,True,92.67297840118408,88.93416357040405
512,False,4.007606506347656,3.973843574523926
512,True,98.69202041625977,95.47375822067261
512,False,5.18239426612854,5.14502739906311
512,True,88.31718873977661,84.54293847084045
512,False,4.157871246337891,4.124389886856079
512,True,89.59423589706421,86.3238615989685
512,False,4.080310106277466,4.044058561325073
512,True,91.75998425483704,87.93477034568787
512,False,4.2626423835754395,4.2291059494018555
512,True,87.478524684906,84.20021724700928
512,False,4.209845066070557,4.155771970748901
512,True,88.81783199310303,84.94858407974243
512,False,3.913958787918091,3.8805248737335205
512,True,89.9080855846405,86.63944697380066
512,False,4.180474519729614,4.131559133529663
512,True,90.72218441963196,86.786461353302
512,False,4.134093523025513,4.099878311157227
512,True,87.24414873123169,83.99043679237366
512,False,4.058330774307251,4.024871110916138
512,True,87.22763442993164,83.9573175907135
512,False,4.061259508132935,4.027214527130127
512,True,89.49569034576416,85.65442228317261
512,False,4.0866968631744385,4.052373170852661
512,True,89.30042052268982,86.0173065662384
512,False,4.060425519943237,4.022700786590576
512,True,91.22922325134277,87.24343037605286
512,False,4.19588565826416,4.161234617233276
